API,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
INTL.36-12-JPN-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,6.82428E-05,8.53035E-05,0.000112601,0.000156959,0.000214965,0.000327566,0.0004777,0.000747259,0.001184013,0.001620767,0.002282723,0.003081164,0.004057036,0.005094327,0.006121382,0.006875465,0.007680731,0.009410687,0.012089218,0.018142016,0.024277047,0.0396136,0.067657309,0.112446104,0.146354944,0.183229617,0.202255378,0.228848245,0.258774433,0.287869765,0.318234713,0.33263209
INTL.117-12-JPN-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.116-12-JPN-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,6.82428E-05,8.53035E-05,0.000112601,0.000156959,0.000214965,0.000327566,0.0004777,0.000747259,0.001184013,0.001620767,0.002282723,0.003081164,0.004057036,0.005094327,0.006121382,0.006875465,0.007680731,0.009410687,0.012089218,0.018142016,0.024277047,0.0396136,0.067657309,0.112446104,0.146354944,0.183229617,0.202255378,0.228848245,0.258774433,0.287869765,0.318234713,0.33263209
INTL.37-12-JPN-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,6.82428E-06,3.41214E-06,2.3885E-05,0.000129661,0.000368511,0.000856448,0.001412627,0.002818429,0.004446021,0.00597466,0.007397523,0.008919338,0.010038521,0.012328068,0.013703161,0.015955174,0.016507941,0.017698779,0.017801143,0.01903975,0.021039265,0.022144799,0.024502248,0.025853797,0.029149585,0.032033527,0.032370071,0.034245509
INTL.38-12-JPN-QBTU.A,                Biomass and waste (quad Btu),0,0,0.029023677,0.032398285,0.036462145,0.038113622,0.042402684,0.045579388,0.049950341,0.05348532,0.03589573,0.037014912,0.037857711,0.037291296,0.039495539,0.042952039,0.045289356,0.050076591,0.05091939,0.052693703,0.031432649,0.029822118,0.030842348,0.03258254,0.034046349,0.046613267,0.047425357,0.049148488,0.056061487,0.061575508,0.070320827,0.073753441,0.076872139,0.081679846,0.084662058,0.085815362,0.115405454,0.126840223,0.134124122,0.144193352,0.1565047,0.159096904,0.189326091,0.21035209
INTL.2-3-JPN-QBTU.A,    Imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.2-4-JPN-QBTU.A,    Exports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.2-23-JPN-QBTU.A,    Net imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-JOR-QBTU.A,        Nuclear (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-JOR-QBTU.A,        Renewables (quad Btu),0,0,0,0,0,0,1.02364E-05,6.48307E-05,9.21278E-05,5.80064E-05,6.48307E-05,2.72971E-05,5.45943E-05,7.84793E-05,5.11821E-05,6.48307E-05,7.84793E-05,6.82428E-05,5.45943E-05,5.80064E-05,0.00014331,0.000174019,0.000204728,0.000170607,0.000208141,0.000218377,0.000201316,0.000249086,0.000249086,0.000232026,0.000245674,0.000221789,0.000235438,0.000214965,0.000221789,0.000784793,0.002951503,0.004773586,0.007372614,0.010091068,0.013380031,0.016746791,0.017074193,NA
INTL.33-12-JOR-QBTU.A,            Hydroelectricity (quad Btu),0,0,0,0,0,0,1.02364E-05,6.48307E-05,9.21278E-05,5.80064E-05,6.14185E-05,2.3885E-05,5.11821E-05,7.50671E-05,4.777E-05,6.14185E-05,7.50671E-05,5.80064E-05,4.43578E-05,4.777E-05,0.000133074,0.000146722,0.000177431,0.000139898,0.000177431,0.00019108,0.000170607,0.000204728,0.000208141,0.000197904,0.000204728,0.000184256,0.000204728,0.000184256,0.000194492,0.000177431,0.00014331,0.000129661,7.74556E-05,6.27834E-05,6.24422E-05,6.48307E-05,6.48307E-05,NA
INTL.34-12-JOR-QBTU.A,            Non-hydroelectric renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,2.72971E-05,2.72971E-05,3.07093E-05,3.07093E-05,2.72971E-05,3.07093E-05,4.43578E-05,4.09457E-05,3.41214E-05,4.09457E-05,3.75336E-05,3.07093E-05,3.07093E-05,2.72971E-05,0.000607361,0.002808193,0.004643925,0.007295159,0.010028284,0.013317589,0.01668196,0.017009362,NA
INTL.35-12-JOR-QBTU.A,                Geothermal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-JOR-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174019,0.001460397,0.003098225,0.004865714,0.0070256,0.008602009,0.011225946,0.011507018,NA
INTL.117-12-JOR-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-JOR-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174019,0.001460397,0.003098225,0.004865714,0.0070256,0.008602009,0.011225946,0.011507018,NA
INTL.37-12-JOR-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,6.82428E-06,0.000412869,0.001334147,0.001532052,0.002412384,0.002985624,0.004705343,0.005445778,0.005491851,NA
INTL.38-12-JOR-QBTU.A,                Biomass and waste (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70607E-05,1.70607E-05,2.04728E-05,2.04728E-05,1.70607E-05,2.04728E-05,3.41214E-05,3.07093E-05,2.3885E-05,3.07093E-05,2.72971E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.04728E-05,1.36486E-05,1.36486E-05,1.70607E-05,1.70607E-05,1.02364E-05,1.02364E-05,1.04927E-05,NA
INTL.2-3-JOR-QBTU.A,    Imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0.00054592,0.00054592,0.00047768,0.00049474,0.002060848,0.001009952,0.0015354,0.001388684,0.0022178,0.0014501,0.000911004,0.001098664,0.003316464,0.002688656,0.002528292,0.001610464,0.000709696,0.001866364,0.001306796,0.00228604,0.005930056,0.002675008,0.001299972,0.00148422,0.002060848,0.001139608,0.000175036,0.00064248,0.000816492,0.001298607,0.00134774,0.001330225,NA
INTL.2-4-JOR-QBTU.A,    Exports (quad Btu),0,0,0,0,0,0.000075064,0.000730168,0.0003412,0,0,0,0,0,0,0,0,0.000006824,0.000010236,0.000013648,0.000023884,0.00001706,0.000006824,0,0.000010236,0,0.000013648,0.000044356,0.000600512,0.001102076,0.000474268,0.000197896,0.000293432,0.000354848,0.000201308,0.000218368,0.0001706,0.000156952,0.000194484,0.000320728,0.000334376,0.000648621,0.000590276,0.000605055,NA
INTL.2-23-JOR-QBTU.A,    Net imports (quad Btu),0,0,0,0,0,-0.000075064,-0.000730168,-0.0003412,0,0,0,0.00054592,0.00054592,0.00047768,0.00049474,0.002060848,0.001003128,0.001525164,0.001375036,0.002193916,0.00143304,0.00090418,0.001098664,0.003306228,0.002688656,0.002514644,0.001566108,0.000109184,0.000764288,0.000832528,0.002088144,0.005636624,0.00232016,0.001098664,0.001265852,0.001890248,0.000982656,-1.94484E-05,0.000321752,0.000482116,0.000649986,0.000757464,0.00072517,NA
,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-KAZ-QBTU.A,        Nuclear (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.001620767,0.001296614,0.001265905,0.000341214,0.000307093,0.00097246,0.000341214,3.41214E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-KAZ-QBTU.A,        Renewables (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.023192327,0.025771906,0.031006131,0.028143344,0.024765324,0.021953719,0.020745821,0.020715112,0.025440928,0.027297133,0.030030259,0.029136277,0.027215242,0.026536225,0.026242781,0.027604226,0.025202078,0.023240097,0.027102641,0.026631765,0.025836736,0.02620866,0.02829109,0.032172742,0.040672728,0.039581525,0.03835486,0.03935803,0.041584111,0.042948627,0.04448629,NA
INTL.33-12-KAZ-QBTU.A,            Hydroelectricity (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.023192327,0.025771906,0.031006131,0.028143344,0.024765324,0.021953719,0.020745821,0.020715112,0.025440928,0.027297133,0.030030259,0.029136277,0.027215242,0.026536225,0.026239369,0.027600814,0.025198666,0.023236685,0.027099229,0.026628353,0.025799203,0.026116532,0.027911319,0.031309812,0.039256689,0.037867948,0.035470577,0.03409992,0.032962312,0.031419,0.032459254,NA
INTL.34-12-KAZ-QBTU.A,            Non-hydroelectric renewables (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.75336E-05,9.21278E-05,0.000379771,0.000862931,0.001416039,0.001713578,0.002884283,0.00525811,0.008621799,0.011529627,0.012027036,NA
INTL.35-12-KAZ-QBTU.A,                Geothermal (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-KAZ-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72971E-05,7.50671E-05,0.000330978,0.000402633,0.000464051,0.000545943,0.00130685,0.00283549,0.005084091,0.005558379,0.005742412,NA
INTL.117-12-KAZ-QBTU.A,                    Tide and wave (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-KAZ-QBTU.A,                    Solar (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72971E-05,7.50671E-05,0.000330978,0.000402633,0.000464051,0.000545943,0.00130685,0.00283549,0.005084091,0.005558379,0.005742412,NA
INTL.37-12-KAZ-QBTU.A,                Wind (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,1.02364E-05,1.70607E-05,4.43578E-05,0.000450403,0.000938339,0.001160128,0.001572997,0.002412384,0.003511094,0.005961011,0.006158375,NA
INTL.38-12-KAZ-QBTU.A,                Biomass and waste (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43578E-06,9.89521E-06,1.36486E-05,7.50671E-06,4.43578E-06,1.02364E-05,2.66147E-05,1.02364E-05,0.000126249,NA
INTL.2-3-KAZ-QBTU.A,    Imports (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.09765144,0.092124,0.0395792,0.027296,0.023385848,0.011942,0.013648,0.01047484,0.010584024,0.01172022,0.008151268,0.011962472,0.017858408,0.012003416,0.01349446,0.011542796,0.009447828,0.00583452,0.009942568,0.0088712,0.014507824,0.007325564,0.005967588,0.005520616,0.004500428,0.004531136,0.005326132,0.00660222,0.005353428,0.007066252,0.006489778,NA
INTL.2-4-KAZ-QBTU.A,    Exports (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.052705164,0.040944,0.018766,0.00853,0.005906172,0.000003412,0.000453796,0.00029002,0.00029002,0.005585444,0.006824,0.0169747,0.025259036,0.012446976,0.01272676,0.011286896,0.008471996,0.008117148,0.005994884,0.006172308,0.010007396,0.010222352,0.009952804,0.005506968,0.008775664,0.019421104,0.017203304,0.008253628,0.007926076,0.009004268,0.009302391,NA
INTL.2-23-KAZ-QBTU.A,    Net imports (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.044946276,0.05118,0.0208132,0.018766,0.017479676,0.011938588,0.013194204,0.01018482,0.010294004,0.006134776,0.001327268,-0.005012228,-0.007400628,-0.00044356,0.0007677,0.0002559,0.000975832,-0.002282628,0.003947684,0.002698892,0.004500428,-0.002896788,-0.003985216,0.000013648,-0.004275236,-0.014889968,-0.011877172,-0.001651408,-0.002572648,-0.001938016,-0.002812613,NA
,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-KEN-QBTU.A,        Nuclear (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-KEN-QBTU.A,        Renewables (quad Btu),0.004033151,0.005263911,0.005518798,0.006347095,0.00631195,0.007307272,0.007688238,0.0079363,0.009556044,0.010070083,0.010368236,0.011075812,0.011103109,0.011789188,0.011669524,0.012430432,0.013085563,0.012672694,0.012805768,0.009949805,0.005940539,0.009755313,0.013446227,0.015288783,0.014814495,0.015241013,0.016121346,0.016858368,0.015244425,0.013514469,0.018195928,0.018441602,0.021591009,0.021567124,0.023938562,0.030050731,0.02944337,0.029897185,0.034253125,0.035926439,0.037301532,0.037922542,0.038799463,NA
INTL.33-12-KEN-QBTU.A,            Hydroelectricity (quad Btu),0.003579337,0.004664398,0.00471558,0.004991963,0.005032909,0.005674392,0.005862059,0.006121382,0.007844514,0.008335862,0.008570037,0.009356092,0.009444808,0.010110415,0.010362674,0.010683415,0.01132831,0.011007569,0.011058751,0.008226673,0.00447673,0.008117485,0.010536693,0.011010981,0.009690482,0.010222776,0.0110724,0.011782125,0.009625652,0.00732928,0.011577397,0.011655876,0.014522075,0.013327825,0.011181588,0.012792119,0.011287365,0.010830138,0.013602161,0.010936938,0.014442572,0.012539621,0.010372911,NA
INTL.34-12-KEN-QBTU.A,            Non-hydroelectric renewables (quad Btu),0.000453815,0.000599513,0.000803218,0.001355132,0.001279041,0.00163288,0.001826178,0.001814918,0.00171153,0.001734221,0.001798199,0.001719719,0.001658301,0.001678774,0.00130685,0.001747017,0.001757253,0.001665125,0.001747017,0.001723132,0.001463809,0.001637828,0.002909533,0.004277802,0.005124013,0.005018237,0.005048946,0.005076243,0.005618774,0.006185189,0.006618531,0.006785726,0.007068934,0.008239298,0.012756974,0.017258612,0.018156006,0.019067047,0.020650964,0.024989502,0.02285896,0.025382922,0.028426552,NA
INTL.35-12-KEN-QBTU.A,                Geothermal (quad Btu),0,0.000126249,0.000310505,0.000846211,0.000750671,0.001085061,0.001255668,0.001224959,0.001102122,0.001102122,0.001112358,0.001013406,0.000928103,0.000928103,0.000890569,0.001330735,0.001340972,0.001248844,0.001330735,0.00130685,0.001463809,0.001637828,0.001317087,0.002685355,0.003531567,0.003422378,0.003453087,0.003480384,0.004022915,0.004568858,0.004957842,0.005111388,0.005387772,0.006503542,0.010939326,0.015289807,0.015999532,0.016228146,0.017497462,0.017862561,0.017265437,0.017186957,0.018828198,NA
INTL.36-12-KEN-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02364E-05,2.04728E-05,4.09457E-05,9.21278E-05,0.000167195,0.000170607,0.000204728,0.000249086,0.000307093,0.000313917,0.000300268,0.000569828,0.001310262,NA
INTL.117-12-KEN-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-KEN-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02364E-05,2.04728E-05,4.09457E-05,9.21278E-05,0.000167195,0.000170607,0.000204728,0.000249086,0.000307093,0.000313917,0.000300268,0.000569828,0.001310262,NA
INTL.37-12-KEN-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,2.3885E-05,5.80064E-05,6.14185E-05,4.777E-05,5.11821E-05,5.80064E-05,0.000204728,0.00019108,0.000208141,0.001279553,0.005333177,0.004541561,0.006773101,0.00731222,NA
INTL.38-12-KEN-QBTU.A,                Biomass and waste (quad Btu),0.000453815,0.000473264,0.000492713,0.000508921,0.00052837,0.000547819,0.00057051,0.000589959,0.000609408,0.000632099,0.00068584,0.000706313,0.000730198,0.000750671,0.000416281,0.000416281,0.000416281,0.000416281,0.000416281,0.000416281,0,0,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.001592447,0.00159347,0.001760665,0.002381675,0.001566855,0.001479846,0.000751695,0.000853035,0.000975873,NA
INTL.2-3-KEN-QBTU.A,    Imports (quad Btu),0.00107478,0.000661928,0.000723344,0.000610748,0.00073358,0.00073358,0.00080182,0.000600512,0.00037532,0.000382144,0.00037532,0.00037532,0.000382144,0.000931476,0.000900768,0.00058004,0.0005118,0.000491328,0.000498152,0.0003412,0.000675576,0.000586864,0.000757464,0.000644868,0.000552744,0.000095536,0.000037532,0.000078476,0.0000853,0.000133068,0.00010236,0.000116008,0.000133068,0.000167188,0.000539096,0.000201308,0.000293432,0.00078476,0.00044356,0.000723344,0.00046642,0.000982656,0.000756922,NA
INTL.2-4-KEN-QBTU.A,    Exports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32528E-05,0.000160364,0.000197896,0.000139892,0.000092124,0.000098948,0.000126244,0.000112596,0.000150128,0.000105772,0.000160364,0.000133068,0.000040944,0.00011942,0.000054592,0.000056298,0.000061416,0.000061416,NA
INTL.2-23-KEN-QBTU.A,    Net imports (quad Btu),0.00107478,0.000661928,0.000723344,0.000610748,0.00073358,0.00073358,0.00080182,0.000600512,0.00037532,0.000382144,0.00037532,0.00037532,0.000382144,0.000931476,0.000900768,0.00058004,0.0005118,0.000491328,0.000498152,0.0003412,0.000675576,0.000586864,0.000757464,0.000644868,0.000552744,1.22832E-05,-0.000122832,-0.00011942,-0.000054592,0.000040944,0.000003412,-0.000010236,0.000020472,0.00001706,0.000433324,0.000040944,0.000160364,0.000743816,0.00032414,0.000668752,0.000410122,0.00092124,0.000695506,NA
,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-KIR-QBTU.A,        Nuclear (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-KIR-QBTU.A,        Renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36486E-06,1.36486E-06,1.36486E-06,1.70607E-06,1.70607E-06,2.3885E-06,2.3885E-06,2.72971E-06,2.72971E-06,4.43578E-06,1.33074E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.65045E-05,NA
INTL.33-12-KIR-QBTU.A,            Hydroelectricity (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.34-12-KIR-QBTU.A,            Non-hydroelectric renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36486E-06,1.36486E-06,1.36486E-06,1.70607E-06,1.70607E-06,2.3885E-06,2.3885E-06,2.72971E-06,2.72971E-06,4.43578E-06,1.33074E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.65045E-05,NA
INTL.35-12-KIR-QBTU.A,                Geothermal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-KIR-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36486E-06,1.36486E-06,1.36486E-06,1.70607E-06,1.70607E-06,2.3885E-06,2.3885E-06,2.72971E-06,2.72971E-06,4.43578E-06,1.33074E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.65045E-05,NA
INTL.117-12-KIR-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-KIR-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36486E-06,1.36486E-06,1.36486E-06,1.70607E-06,1.70607E-06,2.3885E-06,2.3885E-06,2.72971E-06,2.72971E-06,4.43578E-06,1.33074E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.63783E-05,1.65045E-05,NA
INTL.37-12-KIR-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.38-12-KIR-QBTU.A,                Biomass and waste (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-3-KIR-QBTU.A,    Imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-4-KIR-QBTU.A,    Exports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-23-KIR-QBTU.A,    Net imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-XKS-QBTU.A,        Nuclear (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-XKS-QBTU.A,        Renewables (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.000255911,0.000406045,0.000528882,0.000365099,0.00033439,0.000494761,0.000518646,0.000484524,0.000839728,0.000617598,0.00103149,0.001057423,0.001244749,0.00149793,0.002194007,NA
INTL.33-12-XKS-QBTU.A,            Hydroelectricity (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.000255911,0.000406045,0.00052547,0.000354863,0.000324153,0.000484524,0.000508409,0.000474288,0.00082915,0.000603949,0.000922302,0.000709384,0.000896711,0.001013406,0.00090763,NA
INTL.34-12-XKS-QBTU.A,            Non-hydroelectric renewables (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,3.41214E-06,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.02364E-05,1.05776E-05,1.36486E-05,0.000109189,0.000348038,0.000348038,0.000484524,0.001286377,NA
INTL.35-12-XKS-QBTU.A,                Geothermal (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-XKS-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,3.41E-07,3.41214E-06,6.82428E-06,3.75336E-05,4.09457E-05,5.45943E-05,4.777E-05,NA
INTL.117-12-XKS-QBTU.A,                    Tide and wave (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
