API,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-BIH-QBTU.A,        Nuclear (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-BIH-QBTU.A,        Renewables (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.011512566,0.007994648,0.011683173,0.012307595,0.017415571,0.015723149,0.015392171,0.0186883,0.01720743,0.017500874,0.017794319,0.015204503,0.020196466,0.020261297,0.019783597,0.013515493,0.016439698,0.021076799,0.027112877,0.014822343,0.014242279,0.024454819,0.020080454,0.01878384,0.019142115,0.013699749,0.022694154,0.022056084,0.017002702,0.024778973,0.017976727,NA
INTL.33-12-BIH-QBTU.A,            Hydroelectricity (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.011512566,0.007994648,0.011683173,0.012307595,0.017415571,0.015723149,0.015392171,0.0186883,0.01720743,0.017500874,0.017794319,0.015204503,0.020196466,0.020261297,0.019783597,0.013515493,0.016439698,0.021076799,0.027112877,0.014818931,0.014238867,0.024444583,0.020049744,0.018749718,0.019056811,0.013604209,0.022243751,0.021059738,0.015910816,0.023188915,0.016197436,NA
INTL.34-12-BIH-QBTU.A,            Non-hydroelectric renewables (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,1.02364E-05,3.07093E-05,3.41214E-05,8.53035E-05,9.554E-05,0.000450403,0.000996345,0.001091885,0.001590058,0.001779291,NA
INTL.35-12-BIH-QBTU.A,                Geothermal (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-BIH-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,2.72971E-05,3.07093E-05,8.18914E-05,7.1655E-05,7.1655E-05,0.000102364,0.000153546,0.000245674,0.000399221,NA
INTL.117-12-BIH-QBTU.A,                    Tide and wave (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-BIH-QBTU.A,                    Solar (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,2.72971E-05,3.07093E-05,8.18914E-05,7.1655E-05,7.1655E-05,0.000102364,0.000153546,0.000245674,0.000399221,NA
INTL.37-12-BIH-QBTU.A,                Wind (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,3.41214E-06,0.000351451,0.000866684,0.000893981,0.001303438,0.00133756,NA
INTL.38-12-BIH-QBTU.A,                Biomass and waste (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04728E-05,2.72971E-05,2.72971E-05,4.43578E-05,4.09457E-05,4.25105E-05,NA
INTL.2-3-BIH-QBTU.A,    Imports (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.0020472,0.0019619,0.0020472,0.0013648,0.00131362,0.001320444,0.001446688,0.0013648,0.00513506,0.004305944,0.003476828,0.007103784,0.005640036,0.007680412,0.01028718,0.012771116,0.011641744,0.009850444,0.010495312,0.014231452,0.015289172,0.010805804,0.010788744,0.013211264,0.010522608,0.011416552,0.010549904,0.0096389,0.011143592,0.011119708,0.013061136,NA
INTL.2-4-BIH-QBTU.A,    Exports (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.001706,0,0.0013648,0.002292864,0.007032132,0.009157808,0.0092124,0.013337508,0.008765428,0.008021612,0.007277796,0.01028718,0.012276376,0.012378736,0.017479676,0.014821728,0.017254484,0.020052324,0.02355986,0.01931192,0.0154393,0.023413144,0.020465176,0.020495884,0.023341492,0.017698044,0.026265576,0.02239978,0.024965604,0.027343768,0.023392672,NA
INTL.2-23-BIH-QBTU.A,    Net imports (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.0003412,0.0019619,0.0006824,-0.000928064,-0.005718512,-0.007837364,-0.007765712,-0.011972708,-0.003630368,-0.003715668,-0.003800968,-0.003183396,-0.00663634,-0.004698324,-0.007192496,-0.002050612,-0.00561274,-0.01020188,-0.013064548,-0.005080468,-0.000150128,-0.01260734,-0.009676432,-0.00728462,-0.012818884,-0.006281492,-0.015715672,-0.01276088,-0.013822012,-0.01622406,-0.010331536,NA
,Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-BWA-QBTU.A,        Nuclear (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-BWA-QBTU.A,        Renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,6.82428E-06,1.02364E-05,1.02364E-05,1.70607E-05,1.70607E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.16526E-05,NA
INTL.33-12-BWA-QBTU.A,            Hydroelectricity (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.34-12-BWA-QBTU.A,            Non-hydroelectric renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,6.82428E-06,1.02364E-05,1.02364E-05,1.70607E-05,1.70607E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.16526E-05,NA
INTL.35-12-BWA-QBTU.A,                Geothermal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-BWA-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,6.82428E-06,1.02364E-05,1.02364E-05,1.70607E-05,1.70607E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.16526E-05,NA
INTL.117-12-BWA-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-BWA-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,6.82428E-06,1.02364E-05,1.02364E-05,1.70607E-05,1.70607E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.04728E-05,2.16526E-05,NA
INTL.37-12-BWA-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.38-12-BWA-QBTU.A,                Biomass and waste (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-3-BWA-QBTU.A,    Imports (quad Btu),0,0.00003412,0.000279784,0.00054592,0.000634632,0.000760876,0.00081888,0.000245664,0.000245664,0.00022178,0.000286608,0.000361672,0.00027296,0.000542508,0.00105772,0.00116008,0.00233722,0.002552176,0.002350868,0.0029002,0.003302816,0.003831676,0.004237704,0.005479672,0.00653398,0.006475976,0.0069946,0.008168328,0.00882002,0.009379588,0.01018482,0.010710268,0.011164064,0.009618428,0.005745808,0.005008816,0.005708276,0.004398068,0.00286608,0.003756612,0.007120844,0.005670744,0.005670744,NA
INTL.2-4-BWA-QBTU.A,    Exports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023884,0.000433324,0.000293432,0.000143304,0.000006824,0.000006824,NA
INTL.2-23-BWA-QBTU.A,    Net imports (quad Btu),0,0.00003412,0.000279784,0.00054592,0.000634632,0.000760876,0.00081888,0.000245664,0.000245664,0.00022178,0.000286608,0.000361672,0.00027296,0.000542508,0.00105772,0.00116008,0.00233722,0.002552176,0.002350868,0.0029002,0.003302816,0.003831676,0.004237704,0.005479672,0.00653398,0.006475976,0.0069946,0.008168328,0.00882002,0.009379588,0.01018482,0.010710268,0.011164064,0.009618428,0.005745808,0.005008816,0.005708276,0.004159228,0.002432756,0.00346318,0.00697754,0.00566392,0.00566392,NA
,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-BRA-QBTU.A,        Nuclear (quad Btu),0,0,0.000174019,0.000593713,0.009325383,0.009966866,0.000399221,0.00312211,0.001057764,0.00516257,0.006605906,0.004674634,0.005674392,0.001432014,0.000178155,0.008170885,0.007873687,0.010272423,0.010697064,0.012891071,0.01685598,0.048684437,0.04722404,0.045722698,0.039580843,0.031381467,0.044303247,0.03975145,0.045070979,0.041710019,0.046998839,0.050482635,0.051762189,0.049970814,0.049349804,0.047454019,0.051093409,0.050691459,0.050480929,0.051731821,0.045072344,0.04669277,0.04967737,0.04666289
INTL.29-12-BRA-QBTU.A,        Renewables (quad Btu),0.444802689,0.4484704,0.484557892,0.522265811,0.57312344,0.612944498,0.627494552,0.639359593,0.684231985,0.702782093,0.711431531,0.749319951,0.771174718,0.810956878,0.838247186,0.876783914,0.920817602,0.967564283,1.010213699,1.018313066,1.065438154,0.94479165,1.011263581,1.083597572,1.13738316,1.198143508,1.241218384,1.33989752,1.331452469,1.415452572,1.490867044,1.581438931,1.556274387,1.495944311,1.47669642,1.470608135,1.589660487,1.601955115,1.698154989,1.76659402,1.791664389,1.73869362,2.022680215,2.126761246
INTL.33-12-BRA-QBTU.A,            Hydroelectricity (quad Btu),0.438241823,0.441514067,0.476512403,0.511442497,0.562484724,0.602266883,0.616573993,0.626960552,0.67253994,0.691446617,0.698264076,0.735671385,0.754458637,0.794053128,0.819862567,0.857696394,0.897771997,0.942372101,0.984588175,0.989759924,1.03866615,0.914030852,0.976186424,1.042805077,1.094604799,1.151451079,1.190172062,1.276192153,1.260977413,1.334106433,1.376079187,1.461532862,1.41720573,1.334120081,1.274226759,1.227494068,1.299722282,1.265585511,1.327224484,1.357613018,1.352508795,1.237988109,1.457371923,1.439585626
INTL.34-12-BRA-QBTU.A,            Non-hydroelectric renewables (quad Btu),0.006560866,0.006956333,0.008045489,0.010823313,0.010638716,0.010677615,0.010920559,0.01239904,0.011692045,0.011335476,0.013167455,0.013648567,0.016716082,0.01690375,0.018384619,0.01908752,0.023045605,0.025192183,0.025625525,0.028553142,0.026772004,0.030760798,0.035077157,0.040792494,0.042778361,0.046692429,0.051046321,0.063705367,0.070475056,0.081346139,0.114787857,0.119906069,0.139068657,0.161824229,0.20246966,0.243114068,0.289938205,0.336369605,0.370930505,0.408981002,0.439155594,0.500705511,0.565308292,0.68717562
INTL.35-12-BRA-QBTU.A,                Geothermal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.36-12-BRA-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,6.82E-07,6.82E-07,6.82E-07,6.82E-07,6.82E-07,3.41214E-06,6.82428E-06,6.82428E-06,1.70607E-05,5.80064E-05,0.000200293,0.000288326,0.002822182,0.011741521,0.022479189,0.036313035,0.056589687,0.092893329,0.166036
INTL.117-12-BRA-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.116-12-BRA-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,6.82E-07,6.82E-07,6.82E-07,6.82E-07,6.82E-07,3.41214E-06,6.82428E-06,6.82428E-06,1.70607E-05,5.80064E-05,0.000200293,0.000288326,0.002822182,0.011741521,0.022479189,0.036313035,0.056589687,0.092893329,0.166036
INTL.37-12-BRA-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,1.36486E-05,1.70607E-05,6.82428E-06,6.82428E-06,0.000119425,0.000208141,0.000208141,0.000208141,0.000317329,0.000808678,0.002200831,0.002855963,0.004224231,0.007428232,0.009229843,0.017231315,0.02244848,0.041665661,0.073790975,0.114265799,0.144582677,0.165403907,0.191030797,0.194665069,0.24665007,0.278538475,0.322167166
INTL.38-12-BRA-QBTU.A,                Biomass and waste (quad Btu),0.006560866,0.006956333,0.008045489,0.010823313,0.010638716,0.010677615,0.010920559,0.01239904,0.011692045,0.011335476,0.013167455,0.013648567,0.016716082,0.01690375,0.018384619,0.01908752,0.02303878,0.025178193,0.025608123,0.028545977,0.026764839,0.030641032,0.034868675,0.040584013,0.042569879,0.046374417,0.050236961,0.061503853,0.067618411,0.077121225,0.107356212,0.110669402,0.121830517,0.139358689,0.160745992,0.1691228,0.17538408,0.188964745,0.193785077,0.195471017,0.208177491,0.197465755,0.193876489,0.198972454
INTL.2-3-BRA-QBTU.A,    Imports (quad Btu),0.000484504,0.000116008,0.000047768,0.0116008,0.010659088,0.008219508,0.0429912,0.059418615,0.061359702,0.074743272,0.0832528,0.092424256,0.0837646,0.09625252,0.11297132,0.12098952,0.137206756,0.138110936,0.134473744,0.1361388,0.146716,0.12917832,0.12477684,0.1303384,0.127581504,0.133757224,0.141417164,0.139434792,0.146378212,0.140110368,0.122511272,0.13112316,0.138943464,0.137619608,0.115250536,0.118198504,0.140959956,0.124575532,0.11935176,0.085832272,0.085685556,0.078977223,0.061030444,NA
INTL.2-4-BRA-QBTU.A,    Exports (quad Btu),0.000668752,0.001132784,0.000702872,0.000242252,0,0.000013648,0.00003412,0.00003412,0.000027296,0.000030708,0.000023884,0.000027296,0.000027296,0.000037532,0,0,0.000027296,0.000027296,0.000027296,0.00001706,0.000023884,0.000020472,0.000023884,0.000020472,0.000023884,0.00054592,0.000965596,0.006940008,0.002350868,0.00368496,0.004288884,0.008680128,0.001593404,0,0.000010236,0.000747228,0.001767416,0.000532272,0.000003412,0.000678988,0.00134774,0.000150128,0.016988348,NA
INTL.2-23-BRA-QBTU.A,    Net imports (quad Btu),-0.000184248,-0.001016776,-0.000655104,0.011358548,0.010659088,0.00820586,0.04295708,0.059384495,0.061332406,0.074712564,0.083228916,0.09239696,0.083737304,0.096214988,0.11297132,0.12098952,0.13717946,0.13808364,0.134446448,0.13612174,0.146692116,0.129157848,0.124752956,0.130317928,0.12755762,0.133211304,0.140451568,0.132494784,0.144027344,0.136425408,0.118222388,0.122443032,0.13735006,0.137619608,0.1152403,0.117451276,0.13919254,0.12404326,0.119348348,0.085153284,0.084337816,0.078827095,0.044042096,NA
,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-VGB-QBTU.A,        Nuclear (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-VGB-QBTU.A,        Renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75336E-06,4.777E-06,4.777E-06,4.777E-06,4.777E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.30716E-06,NA
INTL.33-12-VGB-QBTU.A,            Hydroelectricity (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.34-12-VGB-QBTU.A,            Non-hydroelectric renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75336E-06,4.777E-06,4.777E-06,4.777E-06,4.777E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.45943E-06,5.30716E-06,NA
INTL.35-12-VGB-QBTU.A,                Geothermal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-VGB-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.04198E-06,NA
INTL.117-12-VGB-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-VGB-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41E-07,3.41E-07,3.41E-07,3.41E-07,3.41E-07,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.02364E-06,1.04198E-06,NA
INTL.37-12-VGB-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41214E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.43578E-06,4.26518E-06,NA
INTL.38-12-VGB-QBTU.A,                Biomass and waste (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-3-VGB-QBTU.A,    Imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-4-VGB-QBTU.A,    Exports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-23-VGB-QBTU.A,    Net imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
,Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-BRN-QBTU.A,        Nuclear (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.29-12-BRN-QBTU.A,        Renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,6.82428E-06,6.82428E-06,3.41214E-06,3.41214E-06,6.82428E-06,6.82428E-06,6.82428E-06,6.82428E-06,8.18914E-06,8.05579E-06,NA
INTL.33-12-BRN-QBTU.A,            Hydroelectricity (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.34-12-BRN-QBTU.A,            Non-hydroelectric renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,6.82428E-06,6.82428E-06,3.41214E-06,3.41214E-06,6.82428E-06,6.82428E-06,6.82428E-06,6.82428E-06,8.18914E-06,8.05579E-06,NA
INTL.35-12-BRN-QBTU.A,                Geothermal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.36-12-BRN-QBTU.A,"                Solar, tide, wave, fuel cell (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,6.82428E-06,6.82428E-06,3.41214E-06,3.41214E-06,6.82428E-06,6.82428E-06,6.82428E-06,6.82428E-06,8.18914E-06,8.05579E-06,NA
INTL.117-12-BRN-QBTU.A,                    Tide and wave (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.116-12-BRN-QBTU.A,                    Solar (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,6.82428E-06,6.82428E-06,3.41214E-06,3.41214E-06,6.82428E-06,6.82428E-06,6.82428E-06,6.82428E-06,8.18914E-06,8.05579E-06,NA
INTL.37-12-BRN-QBTU.A,                Wind (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.38-12-BRN-QBTU.A,                Biomass and waste (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-3-BRN-QBTU.A,    Imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-4-BRN-QBTU.A,    Exports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
INTL.2-23-BRN-QBTU.A,    Net imports (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.27-12-BGR-QBTU.A,        Nuclear (quad Btu),0.019824543,0.029323945,0.034554758,0.03960814,0.040949112,0.042225253,0.038816523,0.039986888,0.051547224,0.049817268,0.046159452,0.042344678,0.0374892,0.045285944,0.049692725,0.055948886,0.060616696,0.056095608,0.054778522,0.051260604,0.058924274,0.062230639,0.068993504,0.054730752,0.053222585,0.059296197,0.061944019,0.046728597,0.050301792,0.048517242,0.048575248,0.05208293,0.050707837,0.045436078,0.051229894,0.049571594,0.050950099,0.050221265,0.05217574,0.053612934,0.053868504,0.053402746,0.056170676,0.052352284
INTL.29-12-BGR-QBTU.A,        Renewables (quad Btu),0.012536208,0.012215467,0.010297843,0.011321486,0.011007569,0.007554482,0.00785475,0.0085713,0.008765792,0.009083121,0.006343171,0.008247146,0.006967593,0.006561548,0.004957842,0.007817216,0.009861089,0.009301498,0.010468451,0.009397038,0.009079709,0.005868884,0.007448705,0.010253486,0.010768719,0.014726803,0.014409474,0.009888386,0.010011224,0.012566918,0.019492542,0.01317189,0.01790419,0.023341096,0.025041707,0.029704058,0.023902735,0.020822936,0.031898406,0.025659646,0.025528279,0.03517338,0.032345823,0.033240019
INTL.33-12-BGR-QBTU.A,            Hydroelectricity (quad Btu),0.012536208,0.012215467,0.010297843,0.011321486,0.011007569,0.007554482,0.00785475,0.0085713,0.008765792,0.009083121,0.006343171,0.008247146,0.006967593,0.006561548,0.004957842,0.007817216,0.009861089,0.009301498,0.010461626,0.009298086,0.009028527,0.005868884,0.007411172,0.010233013,0.010700476,0.014651736,0.014317346,0.009707543,0.009540348,0.011720707,0.016998266,0.009701742,0.01073528,0.013633553,0.015545717,0.019102534,0.013106718,0.009552973,0.017386568,0.009995869,0.009623604,0.016443793,0.012740986,0.010574595
INTL.34-12-BGR-QBTU.A,            Non-hydroelectric renewables (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82428E-06,9.89521E-05,5.11821E-05,0,3.75336E-05,2.04728E-05,6.82428E-05,7.50671E-05,9.21278E-05,0.000180844,0.000470876,0.000846211,0.002494276,0.003470148,0.00716891,0.009707543,0.00949599,0.010601524,0.010796016,0.011269963,0.014511838,0.015663777,0.015904675,0.018729587,0.019604837,0.022665424
INTL.35-12-BGR-QBTU.A,                Geothermal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
